Target_ID tpeak amp dur_min rise fall prob
233068870.0 1683.7874625499915 0.10392123381729347 32.16126797724232 0.0001 0.001327965948422673 1.0
233068870.0 1684.9180139911693 0.010024462847399546 39.02487059180648 0.0001 0.0028738976344640354 0.9972556233406067
233068870.0 1685.2999570850145 0.005213927268202752 39.0112801534488 0.0001 0.002320697791957034 0.7706412971019745
233068870.0 1686.3763423334378 0.008273560419596888 39.01799663184642 0.0001 0.002339360663602248 0.8154602646827698
233068870.0 1687.9971706615986 0.006443983026322933 40.04734222005113 0.0001 0.01 0.9963582754135132
233068870.0 1688.3693918155143 0.0697242762393751 40.19837039308791 0.0001 0.0031234425015151984 1.0
233068870.0 1688.7485574255672 0.016734248103763543 39.11070160506569 0.0001 0.00836187209222165 1.0
233068870.0 1688.97911235444 0.01775067473051612 42.06423436563628 0.0001 0.00403945965124716 0.999910831451416
233068870.0 1689.009667827848 0.018811955732152982 39.03339406744197 0.0001 0.0016811975527903597 0.9998774528503418
233068870.0 1689.377722410806 0.010079515059972345 39.04653006055494 0.0001 0.005851135919921439 0.9978773891925812
233068870.0 1691.8943833487917 0.03651590889424928 40.06652184201059 0.0001 0.001729031619325958 0.9999972581863403
233068870.0 1692.008272021986 0.03266359268428065 40.113053030885744 0.0001 0.0042723670234268195 1.0
233068870.0 1693.7652137836683 0.008179652066380634 39.029528787213934 0.0001 0.003943397083213921 0.9934059679508209
233068870.0 1694.6318797204688 0.011206077817186555 40.03256761511026 0.0001 0.0035544806895665363 0.9999369978904724
233068870.0 1695.1068795653157 0.02649788944717856 37.0453957926098 0.0001 0.001567369346836305 0.9999998211860657
233068870.0 1695.7346574920819 0.23218074781121445 39.46935017850846 0.0001 0.00200751199684042 1.0
233068870.0 1697.499932904341 0.008721987683823516 40.02875539389987 0.0001 0.003944283099940984 0.9781494736671448
233068870.0 1700.2790873938268 0.03861186584561615 39.079784290657216 0.0001 0.00207114462406305 1.0
233068870.0 1701.3679719337918 0.008780451765874104 39.02575319916209 0.0001 0.0036085090792256046 0.9800760746002197
233068870.0 1701.476304849434 0.009188190161219122 39.03680607632984 0.0001 0.004561572784893091 0.9995782971382141
233068870.0 1701.7693592886583 0.008773613526755632 40.02391189377421 0.0001 0.0027209971988987817 0.9438895583152771
233068870.0 1702.0193583519606 0.024622466542089196 39.04375060363254 0.0001 0.0016454000313854502 0.9999999105930328
233068870.0 1702.1735244481758 0.013312433892033458 39.02894328349126 0.0001 0.0022979682885671013 0.9991728067398071
233068870.0 1702.627689466399 0.020531255992671416 40.09179615605019 0.0001 0.005257925289050104 1.0
233068870.0 1703.7707410892988 0.011007928930807525 39.05223705562229 0.0001 0.005829360827521876 0.9993117451667786
233068870.0 1703.9818515091054 0.020787350908914693 39.05914705747533 0.0001 0.003070400050936982 0.9999997615814209
233068870.0 1704.4374056119182 0.006409761978507548 39.02367628515232 0.0001 0.0041144817822595875 0.8993365168571472
233068870.0 1705.487402480336 0.0078491488303475 40.04151684356227 0.0001 0.006004999124105132 0.9192845225334167
233068870.0 1705.751290633755 0.006249189065213424 39.03476774865986 0.0001 0.00672526065197461 0.8664622902870178
233068870.0 1707.2735090963295 0.011589548148645608 39.03488468072511 0.0001 0.0034639745328146755 0.9998823404312134
233068870.0 1708.004063208658 0.00969806009279276 39.074088724662865 0.0001 0.01 0.9745590388774872
233068870.0 1708.2846182902988 0.013319384321530268 39.10199428907104 0.0001 0.01 0.9999881386756897
233068870.0 1709.4790613949938 0.0283923469914677 39.06501042627729 0.0001 0.002360966373907496 0.9999998807907104
233068870.0 1709.6040613351204 0.051943359581733684 39.097700336179145 0.0001 0.00180699357305595 1.0
233068870.0 1709.7262835161575 0.005334970558404166 39.02760566913644 0.0001 0.005984862047797662 0.9114789962768555
233068870.0 1711.586001591155 0.013768205907615187 39.032796397338814 0.0001 0.002508643493211932 0.9999549984931946
233068870.0 1711.6165569872512 0.005762598786197423 39.018747669426226 0.0001 0.004085057471007003 0.9654839038848877
233068870.0 1712.4707191163982 0.010176807095278816 39.026315967994236 0.0001 0.0028499048060890266 0.9998703896999359
233068870.0 1713.2748816077494 0.007102575967183882 39.02009391517897 0.0001 0.003232244359264582 0.9975313544273376
233068870.0 1714.415153765343 0.01428585124009516 39.058718181353406 0.0001 0.004725525108364187 0.9999962747097015
233068870.0 1714.8957070593117 0.006504652662714087 40.02673192120803 0.0001 0.005067517995826778 0.977079302072525
233068870.0 1715.179039088339 0.008752292160041189 39.028196359764536 0.0001 0.003949724532438287 0.9996329545974731
233068870.0 1715.7790363967665 0.017583744477371793 37.030175446406574 0.0001 0.0015892119979903148 0.9999425709247589
233068870.0 1716.822087500358 0.036185275591204075 39.11678767737103 0.0001 0.00383579722994904 1.0
233068870.0 1717.6984728758396 0.0266019666135957 39.04798433703086 0.0001 0.0017200599590490699 0.9999996423721313
233068870.0 1718.2804151074026 0.08651067952835657 39.40582584619572 0.0001 0.00551563957692475 1.0
233068870.0 1718.5387474907109 0.026943167496902228 39.07164869756977 0.0001 0.0028488882485377554 0.9999999701976776
233068870.0 1719.3137447677448 0.04701529130958555 39.125052816484924 0.0001 0.002886524631520896 1.0
233068870.0 1719.5206885193243 0.00822648746451757 39.04719241131018 0.0001 0.007382486856617422 1.0
233068870.0 1719.6387436864773 0.20947428536007773 39.381020760676634 0.0001 0.0017223393206949318 1.0
