Target_ID tpeak amp dur_min rise fall prob
119578910.0 1740.2494332703227 0.023483281936214524 39.05698000733863 0.0001 0.002636664140127879 0.999999076128006
119578910.0 1740.5647116065425 0.024870648490279815 39.17068047666634 0.0001 0.008274103198076897 0.9999992251396179
119578910.0 1740.8008230546845 0.144011927731088 40.3083956922835 0.0001 0.0022022107630764107 1.0
119578910.0 1741.821657135751 0.03701268630411888 39.07837851905579 0.0001 0.0021331026768920502 1.0
119578910.0 1742.8022124387735 0.017369574509546227 39.03750579666728 0.0001 0.0022356619935832724 0.982626736164093
119578910.0 1743.7633224679184 0.015080287533939531 39.1185701547955 0.0001 0.01 0.9913064241409302
119578910.0 1745.6077627666737 0.13922302318181523 39.38690098451564 0.0001 0.003128464452502612 1.0
119578910.0 1751.9938513812826 0.011089690725010485 40.03059188226713 0.0001 0.003325502986171523 0.8046276569366455
119578910.0 1754.2313239526698 0.026933292089694447 39.0517267363984 0.0001 0.0018559663442356458 0.9999695420265198
119578910.0 1755.9354653225191 0.010772547167552413 39.067639329878766 0.0001 0.0077199063267813185 0.9983952343463898
119578910.0 1756.634065266062 0.04267511324409599 39.08335664458581 0.0001 0.0019254514294834771 0.9999998807907104
119578910.0 1759.159021608587 0.029463085838887328 39.07789698589073 0.0001 0.002890603947677148 0.9999997317790985
