Target_ID tpeak amp dur_min rise fall prob
159940256.0 1746.4757664531423 0.011532550755262364 39.051462606628306 0.0001 0.005711685589980947 0.9999997615814209
159940256.0 1936.357082995261 0.013466506816986771 39.09577551344167 0.0001 0.01 0.9999985694885254
159940256.0 1938.6015627763572 0.01171819865877368 39.06637164054183 0.0001 0.0071642423644646775 0.9999999701976776
159940256.0 1945.1196880023906 0.006458674332198684 39.02818498938304 0.0001 0.005496559516354667 0.9999562799930573
159940256.0 1945.8155274156077 0.005247871602672191 39.036052610002955 0.0001 0.008710028932061851 0.9993155002593994
159940256.0 1951.4544623342947 0.014985990349311749 39.10851152435677 0.0001 0.01 0.9999980628490448
159940256.0 1975.584989605529 0.00561302643388717 39.02920757626711 0.0001 0.0065000441387568645 0.9997601509094238
159940256.0 1976.644702815528 0.0070038243219869975 39.042430145585186 0.0001 0.007724371623447034 0.99730584025383
159940256.0 1985.4890432478114 0.04498802868819103 39.330656788562244 0.0001 0.01 1.0
159940256.0 1988.8598233041257 0.026423048420163384 40.188079810859676 0.0001 0.01 1.0
159940256.0 1989.9153619486497 0.00924503208927973 39.03275464462256 0.0001 0.004547852789032758 0.9999721944332123
