Target_ID tpeak amp dur rise fall prob
219317273.0 2037.8859558338345 0.003995660109989902 0.05488183260646379 0.0001 0.00957402759700995 0.7771561145782471
219317273.0 2037.9762356228707 0.004126274326404501 0.054880307621944256 0.0001 0.007831361926060888 0.7127798497676849
219317273.0 2038.2179076330658 0.0032987451357732464 0.054875925532588805 0.0001 0.008225121858824999 0.8151994943618774
219317273.0 2040.281839791031 0.003590329018994862 0.054872824189764975 0.0001 0.00533294169249945 0.9091337323188782
219317273.0 2040.4679545961503 0.004130534983973868 0.05488370919365322 0.0001 0.009308055412042975 0.7870672345161438
219317273.0 2042.6818848236558 0.0040645373516461965 0.05486891872718203 0.0001 0.0027611456498563345 0.9861739575862885
219317273.0 2044.8194203979378 0.0026693257411943604 0.05487509977560396 0.0001 0.007500725686870962 0.698803573846817
219317273.0 2045.0833134159725 0.0058433875044638026 0.05488562458718473 0.0001 0.006928187905569932 0.9830574989318848
219317273.0 2045.7888797793257 0.002204503277140771 0.054864549736518706 0.0001 0.0016581421347446246 0.6738078594207764
219317273.0 2047.2736241249702 0.03710533539986443 0.05500620257084233 0.0001 0.007486444197585982 1.0
219317273.0 2047.4764049586138 0.0033230369680828675 0.054875030615162204 0.0001 0.007553632614752397 0.738690048456192
219317273.0 2049.877821560485 0.004581209331398569 0.054883528740767254 0.0001 0.009426737121106223 0.8234298825263977
219317273.0 2050.205601474435 0.003348227311281936 0.05487575389684942 0.0001 0.007647210110178534 0.8720314204692841
219317273.0 2052.2764454420035 0.004155573600331572 0.05487391449085238 0.0001 0.00578434415469612 0.8222218155860901
219317273.0 2054.358395967483 0.04291876191317136 0.05503529629339671 0.0001 0.007585272041650159 1.0
219317273.0 2054.534785164824 0.005531125437025231 0.05488316869031007 0.0001 0.006779408692011395 0.9612352848052979
219317273.0 2055.004230276083 0.0033749492176284664 0.05973378144715903 0.0001 0.005873245555208686 0.8564013242721558
219317273.0 2057.063952870281 0.00288293324184658 0.05487221756321411 0.0001 0.007544035203318364 0.8023572266101837
219317273.0 2057.4000636713554 0.003733711738991691 0.054881233024792565 0.0001 0.01 0.6230160295963287
219317273.0 2059.0264498530387 0.05855642716611775 0.056364765113289875 0.0001 0.0033121768906831297 1.0
219317273.0 2059.470893304034 0.0035997148768942746 0.054871072879546984 0.0001 0.00498403902869069 0.8061862885951996
