Target_ID tpeak amp dur rise fall prob
79403459.0 1325.443569689893 0.0012137259815533908 0.05486522212458553 0.0001 0.005309072604584901 0.8594565689563751
79403459.0 1327.0255114817944 0.0018669389607007543 0.0548646503493915 0.0001 0.003160817890672652 0.7263771593570709
79403459.0 1327.6213434444653 0.0010696825794563028 0.05486308616382756 0.0001 0.0030706559129207276 0.6267371773719788
79403459.0 1327.8518984064483 0.004895805809249053 0.05974465544447475 0.0001 0.01 0.7893832325935364
79403459.0 1328.224119588955 0.010940153966632896 0.05489463378737417 0.0001 0.005494238534893713 0.9011888206005096
79403459.0 1329.3616157298964 0.001297661495116203 0.05556148398073727 0.0001 0.008922589419353349 0.7231402397155762
79403459.0 1329.796336184641 0.001387093719972854 0.054863235141101994 0.0001 0.0028158422369205533 0.9044666886329651
79403459.0 1330.2366119980654 0.0015760152932851412 0.05486418773467659 0.0001 0.0040772274007920585 0.6578911244869232
79403459.0 1330.9366085031686 0.028383482563280403 0.05496351083167925 0.0001 0.007013830214545915 0.9998049437999725
79403459.0 1331.5421606585385 0.0014578793050650457 0.05556079636571019 0.0001 0.007430772088686706 0.6172527074813843
79403459.0 1332.1991010116242 0.0019645120483345957 0.056259853619439255 0.0001 0.01 0.6969546377658844
79403459.0 1332.4074329589018 0.0021646540442270125 0.05764826973544658 0.0001 0.008988029510399495 0.6639735102653503
79403459.0 1333.279648913491 0.0008639692563250173 0.0548625482692975 0.0001 0.003686073177901138 0.6947833299636841
79403459.0 1333.717145486217 0.001082459593742567 0.05486571852072522 0.0001 0.01 0.7638083696365356
79403459.0 1334.4365838826636 0.003927999635218992 0.0548719500389748 0.0001 0.006075415874691215 0.991398811340332
79403459.0 1335.893514515359 0.0007762779955712695 0.05486412402938924 0.0001 0.007626436211077323 0.6072697788476944
79403459.0 1336.3282322106008 0.0017886317228135843 0.054864375328133146 0.0001 0.0033232715674192505 0.7295045852661133
79403459.0 1336.6226734802924 0.01672642276331614 0.05562817598839997 0.0001 0.008754234789355074 1.0
79403459.0 1336.7643385878876 0.0013749333591924872 0.05556099038623002 0.0001 0.009489409459208105 0.7692175805568695
79403459.0 1337.1962781441841 0.0011349808899046765 0.05486505225538374 0.0001 0.00682394286686745 0.6109857857227325
79403459.0 1340.4684476875607 0.003198440382115264 0.05487427653611163 0.0001 0.01 0.7444866001605988
79403459.0 1340.6823320582082 0.0014338183266571468 0.05486640244277011 0.0001 0.0076852117348979315 0.6454236209392548
79403459.0 1341.132322458694 0.007122614037526707 0.05488002885603241 0.0001 0.005218868462214878 0.9326100945472717
79403459.0 1341.7781418035036 0.0031719805751672203 0.05556951788402795 0.0001 0.01 0.8989554345607758
79403459.0 1342.0031368687066 0.007066958900537058 0.056270322818126994 0.0001 0.0052101318467558935 0.6921152174472809
79403459.0 1342.4225720215634 0.0014347520641288434 0.05486269129533596 0.0001 0.0035410630384061443 0.6767781674861908
79403459.0 1342.8600621951562 0.0030332082332109414 0.05487183752190422 0.0001 0.007654788619544577 0.8939856588840485
79403459.0 1343.5114361806056 0.006307441202365144 0.057669269631116814 0.0001 0.01 0.9731475710868835
79403459.0 1344.87390387018 0.003358555745113246 0.0548680599198864 0.0001 0.004059602605491577 0.9442546367645264
79403459.0 1345.0336221993405 0.001950240607986597 0.05486493447216171 0.0001 0.00476419308294949 0.7271099388599396
79403459.0 1345.9030450509283 0.001352076463574096 0.054863036667468855 0.0001 0.004165737338736049 0.6377204656600952
79403459.0 1346.562750431094 0.0019205686425925645 0.05486813919476436 0.0001 0.01 0.6674897968769073
79403459.0 1349.8223835980482 0.0020584477062389325 0.05486467388655596 0.0001 0.004264558273212163 0.8572238683700562
79403459.0 1351.8251018804515 0.022301803010628746 0.05632100868521363 0.0001 0.006314233140572938 0.9877578616142273
79403459.0 1352.0000964888352 0.0014104950927988098 0.05625226204933531 0.0001 0.004827033806473797 0.7140750885009766
79403459.0 1352.4320274350437 0.0011490773438823465 0.05486289487071402 0.0001 0.005495965633387164 0.6068908274173737
79403459.0 1352.87090220219 0.0008419343998151948 0.054860599499681154 0.0001 0.00231045435860253 0.6947400271892548
79403459.0 2037.624921742634 0.01735987265078526 0.05560551208372633 0.0001 0.005163319174573846 0.9926250278949738
79403459.0 2038.27771530284 0.02947367509702347 0.05492813709162403 0.0001 0.0037404812659819365 1.0
79403459.0 2039.1291241280978 0.010594291903936235 0.05490016269762593 0.0001 0.006542891271713775 0.9446137249469757
79403459.0 2039.2444045492189 0.0011233999849623146 0.05486628237817381 0.0001 0.006362844404387371 0.9898231625556946
79403459.0 2041.4236186808225 0.0013393164867663801 0.0548672773702675 0.0001 0.006788333394353973 0.9983830153942108
