loss_s0080 accuracy_s0080 precision_s0080 recall_s0080 val_loss_s0080 val_accuracy_s0080 val_precision_s0080 val_recall_s0080 loss_s0028 accuracy_s0028 precision_s0028 recall_s0028 val_loss_s0028 val_accuracy_s0028 val_precision_s0028 val_recall_s0028 loss_s0029 accuracy_s0029 precision_s0029 recall_s0029 val_loss_s0029 val_accuracy_s0029 val_precision_s0029 val_recall_s0029 loss_s0004 accuracy_s0004 precision_s0004 recall_s0004 val_loss_s0004 val_accuracy_s0004 val_precision_s0004 val_recall_s0004 loss_s0050 accuracy_s0050 precision_s0050 recall_s0050 val_loss_s0050 val_accuracy_s0050 val_precision_s0050 val_recall_s0050 loss_s0005 accuracy_s0005 precision_s0005 recall_s0005 val_loss_s0005 val_accuracy_s0005 val_precision_s0005 val_recall_s0005 loss_s0077 accuracy_s0077 precision_s0077 recall_s0077 val_loss_s0077 val_accuracy_s0077 val_precision_s0077 val_recall_s0077 loss_s0038 accuracy_s0038 precision_s0038 recall_s0038 val_loss_s0038 val_accuracy_s0038 val_precision_s0038 val_recall_s0038 loss_s0078 accuracy_s0078 precision_s0078 recall_s0078 val_loss_s0078 val_accuracy_s0078 val_precision_s0078 val_recall_s0078 loss_s0018 accuracy_s0018 precision_s0018 recall_s0018 val_loss_s0018 val_accuracy_s0018 val_precision_s0018 val_recall_s0018
0.5471552375279006 0.7636796832084656 0.38461539149284363 0.006906077265739441 0.5250162345780715 0.7724317312240601 1.0 0.007561436854302883 0.5500292818283309 0.7629212141036987 0.25 0.003683241317048669 0.5305781251341944 0.7706978917121887 0.0 0.0 0.5507278444578672 0.7642214894294739 0.2777777910232544 0.0011510128388181329 0.5367265962513175 0.7706978917121887 0.0 0.0 0.5497948938768984 0.7646548748016357 0.0 0.0 0.5316325369842857 0.7706978917121887 0.0 0.0 0.5458173816738052 0.7634088397026062 0.26530611515045166 0.0029926334973424673 0.5202982055389059 0.7706978917121887 0.0 0.0 0.5483093897775033 0.7633546590805054 0.22727273404598236 0.0023020256776362658 0.5253132727622055 0.7706978917121887 0.0 0.0 0.550058373722641 0.7644382119178772 0.3571428656578064 0.0011510128388181329 0.5384915078040269 0.7706978917121887 0.0 0.0 0.5479321667220355 0.7643840312957764 0.3333333432674408 0.0011510128388181329 0.5232297980428827 0.7706978917121887 0.0 0.0 0.547527190532363 0.7649257779121399 0.7777777910232544 0.0016114180907607079 0.528010765265788 0.771564781665802 1.0 0.0037807184271514416 0.547749723446745 0.7642214894294739 0.30000001192092896 0.0013812155229970813 0.5249909752431657 0.7706978917121887 0.0 0.0
0.5130917745740148 0.778415858745575 0.99609375 0.05870165675878525 0.43935921982634774 0.81100994348526 1.0 0.17580340802669525 0.5307095637493524 0.7660635113716125 1.0 0.005985266994684935 0.4751974297489601 0.7945383787155151 1.0 0.1039697527885437 0.5416232613897721 0.7646548748016357 0.0 0.0 0.5195567882068756 0.7706978917121887 0.0 0.0 0.5315515734428884 0.7646548748016357 0.0 0.0 0.48893396201772404 0.7706978917121887 0.0 0.0 0.48179729819388206 0.7929894924163818 0.9980952143669128 0.12062615156173706 0.38443757612363155 0.8547897934913635 1.0 0.3667296767234802 0.5068654717629464 0.7796619534492493 1.0 0.06376611441373825 0.4358611327774038 0.8127438426017761 1.0 0.1833648383617401 0.5444193760401147 0.7646548748016357 0.0 0.0 0.5292290877058333 0.7706978917121887 0.0 0.0 0.513562318052653 0.7722938656806946 1.0 0.03245856240391731 0.45615266371352053 0.8019072413444519 1.0 0.13610586524009705 0.5157034502300414 0.7775490283966064 1.0 0.05478821322321892 0.4561466127892413 0.8014737963676453 1.0 0.13421550393104553 0.518159928905291 0.7660635113716125 1.0 0.005985266994684935 0.4588787950281462 0.8014737963676453 1.0 0.13421550393104553
0.40665121628553796 0.8315635323524475 0.9827990531921387 0.28936463594436646 0.3314394359664582 0.8625921010971069 0.9907407164573669 0.4045368731021881 0.4452696617045657 0.8142268657684326 0.9903537034988403 0.21270717680454254 0.3586763790483644 0.8582574725151062 0.9902912378311157 0.385633260011673 0.5155133322738648 0.7663885354995728 1.0 0.007366482634097338 0.4662101048641924 0.7993064522743225 1.0 0.12476370483636856 0.46541087321799035 0.789142906665802 0.9767932295799255 0.10658379644155502 0.3821013604452665 0.8331165909767151 0.9931507110595703 0.2741020917892456 0.333227571912545 0.8710044622421265 0.9743837714195251 0.46408841013908386 0.25006724539441777 0.9046380519866943 0.9813084006309509 0.5954631567001343 0.3931151581961435 0.8383898735046387 0.9864188432693481 0.3176795542240143 0.3244744467500179 0.863459050655365 0.9908257126808167 0.40831756591796875 0.5296519500409191 0.7646548748016357 0.0 0.0 0.4996250740017889 0.7706978917121887 0.0 0.0 0.4101264166837137 0.8333513736724854 0.9817629456520081 0.29742172360420227 0.3127196398670662 0.8725617527961731 0.9875518679618835 0.44990548491477966 0.40829522719955713 0.8325387239456177 0.9830377697944641 0.29350829124450684 0.34014219152860226 0.8803641200065613 0.9884169697761536 0.4839319586753845 0.4229066905317618 0.8287463188171387 0.9900580048561096 0.27509209513664246 0.33633991971928473 0.8630255460739136 0.9907833933830261 0.4064272344112396
0.3049534956183616 0.8864449262619019 0.9633141160011292 0.5379834175109863 0.24066363125199822 0.9016038179397583 0.9902597665786743 0.5765595436096191 0.3294778210148805 0.8732256889343262 0.9656133651733398 0.47836095094680786 0.274435288535603 0.9102730751037598 0.9626436829566956 0.6332703232765198 0.4357444033751652 0.8215407729148865 0.9834254384040833 0.2458563596010208 0.3545193630066794 0.860424816608429 0.98591548204422 0.39697542786598206 0.3555637605820101 0.8645032048225403 0.9703930616378784 0.4376150965690613 0.35988314575093827 0.8725617527961731 0.9835391044616699 0.4517958462238312 0.2624778648309013 0.9036732316017151 0.9615107774734497 0.6153314709663391 0.261956842536269 0.9185088872909546 0.9749303460121155 0.6616256833076477 0.30151821685348845 0.8875826001167297 0.9662967324256897 0.5412062406539917 0.2810507995332016 0.9020372629165649 0.9871382713317871 0.5803402662277222 0.4846830517554131 0.7698017358779907 0.9702970385551453 0.02255985327064991 0.4266985722005652 0.8235803842544556 0.9841269850730896 0.2344045341014862 0.302945228300602 0.8888828754425049 0.9595190286636353 0.5511049628257751 0.24999441208392964 0.9176419377326965 0.980169951915741 0.6540642976760864 0.2974015836797591 0.8890454173088074 0.9629032015800476 0.549723744392395 0.2514517995370225 0.9055050015449524 0.9874607920646667 0.5954631567001343 0.31455823099035807 0.8810814023017883 0.9714787006378174 0.5096685290336609 0.268573014881893 0.9128738641738892 0.9795321822166443 0.6332703232765198
0.26755059837829975 0.9032939672470093 0.9548524618148804 0.6183241009712219 0.2174897797447704 0.9120069146156311 0.9766082167625427 0.6313799619674683 0.2764979980547723 0.8992306590080261 0.948051929473877 0.6049723625183105 0.23219582074175266 0.9276115894317627 0.9664948582649231 0.7088847160339355 0.3300353876591659 0.8749593496322632 0.9614686965942383 0.4882596731185913 0.2837112382293316 0.9111400246620178 0.9821428656578064 0.6238185167312622 0.2833631538046002 0.8980929851531982 0.9535911679267883 0.5959944725036621 0.23990560483508777 0.9202427268028259 0.9752066135406494 0.6691871285438538 0.2583323410811178 0.9059486389160156 0.9553072452545166 0.6298342347145081 0.20304248783306275 0.9206762313842773 0.980555534362793 0.6672967672348022 0.25616001359321583 0.908928394317627 0.9561493396759033 0.6424953937530518 0.2299916061246142 0.9063718914985657 0.9845201373100281 0.6011342406272888 0.4155937784063505 0.8376855850219727 0.9706704020500183 0.31998157501220703 0.3355278130483462 0.8708279132843018 0.9873417615890503 0.4423440396785736 0.2677314629184294 0.9074113965034485 0.9541537165641785 0.6372007131576538 0.21673133480998413 0.9267446994781494 0.9591836929321289 0.7107750177383423 0.25747494136528926 0.9069238305091858 0.9417900443077087 0.644336998462677 0.19646344825748144 0.92414391040802 0.9783783555030823 0.6843100190162659 0.2583944594738013 0.906165361404419 0.959535539150238 0.6277624368667603 0.22025113051259057 0.921109676361084 0.9806094169616699 0.6691871285438538
0.24403117377678718 0.913425087928772 0.958277702331543 0.6609116196632385 0.21177533072571658 0.9146077036857605 0.9853801131248474 0.6370510458946228 0.2534690040904092 0.909632682800293 0.9454061388969421 0.6537753343582153 0.21955055245135738 0.9159080982208252 0.9827089309692383 0.6446124911308289 0.28861150592775436 0.8934879302978516 0.9476656913757324 0.5794199109077454 0.2393609348976824 0.9037711024284363 0.9873015880584717 0.5879017114639282 0.2579904414502677 0.9084949493408203 0.9492385983467102 0.6457182168960571 0.23206280544561692 0.9076722860336304 0.9817073345184326 0.6086956262588501 0.24244350648311253 0.9147253036499023 0.9461984634399414 0.6761049628257751 0.2435471981660494 0.9020372629165649 0.9871382713317871 0.5803402662277222 0.2421243040090729 0.9162964820861816 0.9542356133460999 0.6767956018447876 0.23759562036125081 0.902904212474823 0.9841269850730896 0.5860113501548767 0.35137482034461265 0.8724130392074585 0.9433794021606445 0.48710864782333374 0.28635264030126045 0.8829649090766907 0.9675090312957764 0.5066162347793579 0.2542769213269935 0.911041259765625 0.947054922580719 0.658839762210846 0.20542124320688732 0.923276960849762 0.9731183052062988 0.6843100190162659 0.2221176772680013 0.9211723804473877 0.9386577606201172 0.7115561962127686 0.18772764877292258 0.9319462776184082 0.9769230484962463 0.7202268242835999 0.2349302420163157 0.91553795337677 0.9464572072029114 0.6795580387115479 0.1923557829433155 0.9280450940132141 0.9763779640197754 0.703213632106781
0.21633804270383894 0.9233394861221313 0.9493709802627563 0.7122467756271362 0.17499704170030694 0.9358474016189575 0.9774436354637146 0.7372400760650635 0.2284529297907777 0.9190053343772888 0.9389830231666565 0.7014272809028625 0.21696754533024024 0.9224100708961487 0.9605262875556946 0.6899811029434204 0.27274536792952186 0.9018312096595764 0.9457746744155884 0.6183241009712219 0.22631388249648407 0.9089726805686951 0.981873095035553 0.6143667101860046 0.25120301015561236 0.912720799446106 0.9415186047554016 0.670810341835022 0.21315354073931245 0.9185088872909546 0.9749303460121155 0.6616256833076477 0.21957724207041646 0.9220392107963562 0.9515076279640198 0.7046501040458679 0.1777008590137075 0.9323797225952148 0.9721518754959106 0.7258979082107544 0.24937231445547586 0.9120164513587952 0.9370179772377014 0.6712707281112671 0.2183225718756801 0.9163415431976318 0.982758641242981 0.6465028524398804 0.30875350725600414 0.8920251131057739 0.925135612487793 0.5888581871986389 0.25557046387171817 0.9007368683815002 0.977707028388977 0.5803402662277222 0.24323999528146562 0.9150503873825073 0.9443022012710571 0.679097592830658 0.22222855337057787 0.9124404191970825 0.982300877571106 0.6294896006584167 0.21375748134728875 0.927619457244873 0.9447072744369507 0.735497236251831 0.18587144739735317 0.9306458830833435 0.9792208075523376 0.7126653790473938 0.23585933983093454 0.9165131449699402 0.9593575596809387 0.6738029718399048 0.21371343012335603 0.9167750477790833 0.9855907559394836 0.6465028524398804
0.2030355831482439 0.9310325980186462 0.9470160007476807 0.7488489747047424 0.1776828406613577 0.9354139566421509 0.9822335243225098 0.7315689921379089 0.22135327985072875 0.9230144023895264 0.9422087669372559 0.7168508172035217 0.1598403694622435 0.945383608341217 0.9589977264404297 0.7958412170410156 0.24956895074692975 0.9126666188240051 0.940929651260376 0.6710405349731445 0.20551801907277284 0.9306458830833435 0.974293053150177 0.7164461016654968 0.23063719322666185 0.9199263453483582 0.9347693920135498 0.7092541456222534 0.20317554596599996 0.9315127730369568 0.9535452127456665 0.7372400760650635 0.20349015050974062 0.9323328733444214 0.9528826475143433 0.7495396137237549 0.1602948171962222 0.9397485852241516 0.9710144996643066 0.7599244117736816 0.2156132629771108 0.9270777106285095 0.943753719329834 0.7338858246803284 0.1854803925295335 0.9328131675720215 0.9746192693710327 0.7258979082107544 0.2803605090552671 0.9041607975959778 0.9284525513648987 0.6422652006149292 0.24472152128150362 0.9089726805686951 0.9705014824867249 0.6219281554222107 0.2533567962492516 0.909957766532898 0.945514976978302 0.6551565527915955 0.23289035556504464 0.9098396301269531 0.9848942756652832 0.6162570714950562 0.23585886432743755 0.9164047837257385 0.9554471373558044 0.6763351559638977 0.21115113907838 0.9297789335250854 0.9693094491958618 0.7164461016654968 0.22666621877120496 0.9194387197494507 0.9493551254272461 0.6947513818740845 0.2325783958315436 0.9111400246620178 0.9879518151283264 0.6200377941131592
0.18750072475847696 0.9375338554382324 0.9460441470146179 0.7790055274963379 0.21818593101786699 0.9297789335250854 0.9598997235298157 0.7240075469017029 0.1919785842080683 0.9341207146644592 0.9455840587615967 0.7640423774719238 0.16743498213837868 0.9458170533180237 0.948888897895813 0.8071833848953247 0.23950469316582676 0.9159713983535767 0.9417905807495117 0.6853130459785461 0.2149837915585782 0.9284785389900208 0.9814814925193787 0.7013232707977295 0.22675387080008425 0.9207931756973267 0.9531446695327759 0.6977440118789673 0.1992181999940711 0.9319462776184082 0.9793814420700073 0.7183364629745483 0.20296241916850918 0.9320077896118164 0.94781094789505 0.7525322437286377 0.16159789056864765 0.942349374294281 0.9691942930221558 0.7731568813323975 0.20979483324543138 0.9298949241638184 0.9389752149581909 0.750920832157135 0.18281536697566278 0.9375813007354736 0.9800498485565186 0.742911159992218 0.2677221280198816 0.9077906608581543 0.9105034470558167 0.6744935512542725 0.22677672513904745 0.92414391040802 0.9561855792999268 0.7013232707977295 0.2429406526307267 0.9142377376556396 0.9411952495574951 0.6779465675354004 0.19758402325913768 0.9245773553848267 0.9733333587646484 0.6899811029434204 0.2185917002370833 0.9237728714942932 0.9467599391937256 0.7163904309272766 0.18468206149445604 0.9289119839668274 0.9765012860298157 0.706994354724884 0.2106753148599492 0.9262650609016418 0.9408808946609497 0.7327347993850708 0.17495932981313747 0.9440832138061523 0.956620991230011 0.7920604944229126
0.18832022696410555 0.9384548664093018 0.945555567741394 0.7836095690727234 0.1501005551078178 0.9501517415046692 0.9791666865348816 0.7996219396591187 0.22601217144097366 0.9217683672904968 0.942883312702179 0.7106353640556335 0.18056568166214407 0.9336801171302795 0.9747474789619446 0.7296786308288574 0.23120581692005757 0.9205764532089233 0.9352692365646362 0.7117863893508911 0.20446793098159305 0.9267446994781494 0.9838709831237793 0.6918714642524719 0.21349198838034097 0.9263733625411987 0.9448584318161011 0.729742169380188 0.1875123081589138 0.9315127730369568 0.9843342304229736 0.7126653790473938 0.18201314845139652 0.9376422166824341 0.9490857720375061 0.7767034769058228 0.13871274491280355 0.9562202095985413 0.9734513163566589 0.8317580223083496 0.1881334429493975 0.9365044832229614 0.9361936450004578 0.7836095690727234 0.17531968029898176 0.941482424736023 0.9804878234863281 0.7599244117736816 0.2773828614583472 0.9043775200843811 0.926563024520874 0.6447974443435669 0.2366665665158783 0.9111400246620178 0.9736841917037964 0.6294896006584167 0.2373910427871744 0.9198721647262573 0.9358077049255371 0.7081031203269958 0.19404596920312098 0.927178144454956 0.9787798523902893 0.6975425481796265 0.21582698662337355 0.9262650609016418 0.9385474920272827 0.7348066568374634 0.1842446941535195 0.9306458830833435 0.9792208075523376 0.7126653790473938 0.19287472355596963 0.9339039921760559 0.9440022706985474 0.764502763748169 0.16639489576214053 0.9397485852241516 0.9779411554336548 0.7542533278465271
