tic gt tpeak pred_s0080 pred_s0028 pred_s0029 pred_s0004 pred_s0050 pred_s0005 pred_s0077 pred_s0038 pred_s0078 pred_s0018
166739932.0 1 1364.209483899786 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
55663720.0 0 1333.5472414792744 1.0073282e-07 2.0944788e-09 1.1275048e-05 1.2339307e-08 3.0423402e-07 1.3971223e-07 6.964169e-07 3.096303e-05 7.085074e-08 2.7294485e-05
228507309.0 1 1378.4707856056991 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
33837062.0 1 1328.4776179997443 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
102032397.0 1 1380.6259713202476 0.9713103 0.9960135 0.5481154 0.9976699 0.97991085 0.90657896 0.54663223 0.8719593 0.9962495 0.99561924
220522527.0 0 1360.1227148464184 5.882444e-06 5.2973894e-07 9.035265e-05 5.229914e-07 3.863674e-06 2.7511896e-06 0.00019557061 7.5912074e-05 9.177503e-07 4.376491e-05
147133612.0 0 1340.3562683551559 0.007450086 0.0037495312 0.027951991 0.0029758487 0.014274108 0.0062962477 0.0026603711 0.016159369 0.00546374 0.0024904914
237885807.0 1 1346.1678715973253 0.9999889 0.99998 0.9995448 0.9999498 0.9995641 0.9996828 0.98822 0.9974848 0.99998784 0.99945325
234506344.0 0 1336.608284531324 2.8343064e-05 6.1055653e-06 0.0042143688 1.5161976e-06 0.00032835035 3.9520866e-05 0.0008051114 0.00032286407 5.340727e-06 1.5737463e-06
41463262.0 0 1380.472027263171 1.4033445e-10 1.8235818e-09 1.3395231e-07 8.364735e-09 3.6936918e-09 6.1341794e-09 1.502265e-09 2.020848e-09 7.010265e-09 8.532671e-10
229013887.0 0 1329.7038813878873 3.7569241e-06 1.4943575e-06 0.00014124654 1.8347578e-06 5.331125e-06 2.9024475e-06 5.2627274e-05 2.7890595e-05 8.31569e-06 7.1260234e-05
180724005.0 0 1363.756939208433 1.2116058e-05 0.00036698187 0.00014421131 9.309505e-05 4.1444017e-07 1.6085845e-05 3.5596862e-05 1.3220306e-08 0.000103286235 5.5551764e-06
201898220.0 0 1355.367391823404 2.2164824e-05 2.45996e-05 0.0069949864 1.6586393e-05 0.0002518657 0.00020445486 0.00038810738 0.0004956387 1.0814754e-05 6.1268665e-06
231850074.0 0 1325.7145137974067 0.004870707 0.0025373092 0.019953601 9.1638074e-05 0.007929021 0.0009558754 0.010989839 0.029820025 0.003660217 0.03520222
198076334.0 0 1377.1150500500678 0.010897778 0.006527334 0.020996386 0.0013817844 0.00773399 0.007914772 0.02967618 0.019036384 0.003097234 0.0028091578
30527625.0 0 1329.6990854055164 6.58596e-06 7.2522034e-06 0.0012009615 5.305387e-05 3.6100904e-05 1.3718971e-05 0.0008605463 0.0008491574 0.00016603325 0.00026579024
38462407.0 0 1330.8909775921093 0.035777494 0.03344872 0.021910371 0.004608378 0.026485832 0.015935274 0.027373949 0.032808915 0.013499158 0.0076625887
201226029.0 0 1351.4400558413104 1.237825e-08 7.470415e-07 6.531953e-06 0.00024352825 1.4521678e-05 3.0250303e-07 3.7221037e-06 3.9242295e-06 1.6157892e-05 4.518446e-05
141423634.0 0 1333.2672890337424 1.5633377e-05 6.482979e-05 0.00010225684 6.6752094e-05 0.00012058834 0.00020713007 3.282825e-05 6.764563e-05 5.9818012e-05 0.0010520061
220522527.0 0 1374.3380329758359 2.764881e-09 2.8422949e-06 0.00020649354 2.4689236e-05 3.6798451e-06 1.2163926e-07 2.8176605e-09 1.4710956e-07 2.6481095e-05 7.13521e-07
220474209.0 0 1350.869647333294 4.9697633e-06 1.7280894e-05 0.007474307 6.5653047e-09 0.0002904714 0.0003292459 1.8201818e-05 0.0025243377 8.2327045e-07 5.6644758e-08
237885807.0 0 1325.7147768799687 0.008991609 0.0152594885 0.034624066 0.010187991 0.03721381 0.012604696 0.282147 0.039611813 0.2148555 0.23985247
141278810.0 0 1344.8741327677897 5.2577242e-08 8.516272e-07 0.00013047423 1.3634639e-06 6.188003e-07 9.028596e-06 9.2615585e-07 0.00012218449 2.3488607e-07 4.7192276e-05
197891904.0 0 1354.8066797206773 0.00079690234 0.0009258735 0.00048137017 0.00061337336 0.00024695066 0.00080257945 0.0030731924 0.0009743093 0.0012833121 0.030832134
219176544.0 1 1352.0546792673908 8.577362e-05 5.5880075e-05 0.0005096411 9.776843e-05 7.978012e-06 1.9294266e-05 0.00027518807 0.00016008753 8.2026025e-05 0.0012708935
167165793.0 1 1335.3778182379228 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
229145550.0 0 1355.9252259557484 0.002211322 0.0015429226 0.016853936 0.00061442837 0.0023994846 0.0015907086 0.0056528365 0.001821034 0.00083156663 0.00047104034
179369970.0 0 1344.4324379396407 0.0037974925 0.016928041 0.021206547 0.0012470934 0.007973615 0.006026329 0.010455219 0.0046873675 0.0017105214 0.001984417
177313167.0 0 1332.9891829217515 0.00016869088 0.00016623871 0.00073542004 0.00067504105 0.0012871921 0.0004908338 0.12498799 0.0011766058 0.0031241993 0.1496689
229137237.0 0 1355.087671241255 0.013588381 0.012858663 0.008066244 0.004367389 0.047693945 0.0073822895 0.011415304 0.013402991 0.016490541 0.30198482
137801807.0 1 1364.0027779362297 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
32032816.0 0 1357.3595340984057 3.200396e-05 3.4230703e-05 0.0059267073 0.00015097152 8.252281e-05 3.0488996e-05 2.9273686e-05 8.99601e-05 2.2568332e-05 6.902722e-06
139090254.0 1 1346.48958498589 0.9995442 0.99551684 0.99518764 0.9917853 0.99263203 0.9907397 0.9914818 0.99733716 0.9998796 0.9981598
32089522.0 0 1376.2801280236379 0.00011025167 0.0005995856 0.004728726 0.00019250704 9.878542e-05 0.000108053064 0.00052898616 0.00024984492 0.00091454183 0.0004871234
116157661.0 0 1355.3682102649757 1.8456105e-05 2.3907452e-05 9.360199e-05 8.7025535e-07 5.6149347e-05 1.4908438e-05 5.701737e-05 0.00016068779 3.406839e-05 0.0008648834
38633462.0 1 1360.5758762914006 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
9072094.0 0 1358.667909417167 2.4094199e-05 1.412647e-05 0.0019989193 7.057819e-05 3.1498876e-05 9.3084745e-05 0.00020520168 7.35952e-05 1.0511674e-05 1.6961223e-05
